Person 1: (29, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 112: (8, 10), status: SUSCEPTIBLE, was infected 0 time(s).
Person 113: (0, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 114: (17, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 115: (22, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 116: (21, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 117: (24, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 118: (12, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 119: (15, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 120: (15, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 121: (10, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 122: (12, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 123: (11, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 124: (5, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 125: (19, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 126: (6, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 127: (23, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 128: (28, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 129: (5, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 130: (17, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 131: (11, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 132: (12, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 133: (14, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 134: (20, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 135: (4, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 136: (9, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 137: (5, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 138: (14, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 139: (1, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 140: (25, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 141: (6, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 142: (16, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 143: (16, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 144: (15, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 145: (26, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 146: (4, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 147: (25, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 148: (0, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 149: (13, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 150: (9, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 151: (21, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 152: (28, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 153: (16, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 154: (27, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 155: (14, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 156: (14, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 157: (17, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 158: (2, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 159: (17, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 160: (15, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 161: (19, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 162: (5, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 163: (5, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 164: (21, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 165: (28, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 166: (11, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 167: (25, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 168: (19, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 169: (8, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 170: (20, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 171: (27, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 172: (16, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 173: (20, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 174: (18, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 175: (7, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 176: (1, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 177: (15, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 178: (9, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 179: (26, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 180: (19, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 181: (16, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 182: (19, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 183: (18, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 184: (16, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 185: (25, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 186: (21, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 187: (13, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 188: (19, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 189: (12, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 190: (13, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 191: (18, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 192: (19, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 193: (29, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 194: (2, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 195: (12, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 196: (10, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 197: (9, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 198: (20, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 199: (29, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 200: (6, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 201: (28, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 202: (5, 17), status: SUSCEPTIBLE, was infected 0 time(s).
Person 203: (22, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 204: (24, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 205: (15, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 206: (24, 7), status: SUSCEPTIBLE, was infected 0 time(s).
Person 207: (5, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 208: (25, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 209: (9, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 210: (26, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 211: (20, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 212: (5, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 213: (10, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 214: (10, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 215: (26, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 216: (20, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 217: (7, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 218: (2, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 219: (26, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 220: (20, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 221: (1, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 222: (29, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 223: (0, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 224: (7, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 225: (27, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 226: (20, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 227: (15, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 228: (0, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 229: (8, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 230: (11, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 231: (6, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 232: (18, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 233: (2, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 234: (13, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 235: (16, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 236: (22, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 237: (22, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 238: (21, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 239: (15, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 240: (0, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 241: (16, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 242: (24, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 243: (22, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 244: (28, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 245: (22, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 246: (16, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 247: (10, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 248: (13, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 249: (0, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 250: (22, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 251: (8, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 252: (17, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 253: (29, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 254: (28, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 255: (2, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 256: (0, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 257: (22, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 258: (24, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 259: (3, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 260: (16, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 261: (4, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 262: (14, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 263: (5, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 264: (22, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 265: (8, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 266: (2, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 267: (15, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 268: (18, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 269: (11, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 270: (0, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 271: (12, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 272: (16, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 273: (7, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 274: (5, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 275: (0, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 276: (16, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 277: (5, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 278: (27, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 279: (29, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 280: (5, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 281: (21, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 282: (9, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 283: (25, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 284: (0, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 285: (27, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 286: (6, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 287: (7, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 288: (0, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 289: (16, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 290: (29, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 291: (9, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 292: (6, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 293: (5, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 294: (4, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 295: (0, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 296: (17, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 297: (27, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 298: (18, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 299: (8, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 300: (15, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 301: (11, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 302: (21, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 303: (25, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 304: (29, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 305: (8, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 306: (21, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 307: (29, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 308: (0, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 309: (17, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 310: (11, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 311: (7, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 312: (29, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 313: (23, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 314: (29, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 315: (18, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 316: (13, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 317: (12, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 318: (26, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 319: (26, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 320: (28, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 321: (3, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 322: (12, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 323: (15, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 324: (0, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 325: (8, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 326: (20, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 327: (7, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 328: (7, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 329: (24, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 330: (18, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 331: (25, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 332: (13, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 333: (17, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 334: (27, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 335: (0, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 336: (30, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 337: (22, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 338: (6, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 339: (17, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 340: (24, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 341: (29, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 342: (3, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 343: (18, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 344: (19, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 345: (26, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 346: (23, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 347: (18, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 348: (18, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 349: (9, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 350: (15, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 351: (5, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 352: (6, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 353: (20, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 354: (6, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 355: (12, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 356: (11, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 357: (26, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 358: (3, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 359: (16, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 360: (20, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 361: (10, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 362: (17, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 363: (16, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 364: (9, 0), status: SUSCEPTIBLE, was infected 0 time(s).
Person 365: (26, 18), status: SUSCEPTIBLE, was infected 0 time(s).
Person 366: (10, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 367: (5, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 368: (13, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 369: (26, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 370: (14, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 371: (25, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 372: (29, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 373: (18, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 374: (12, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 375: (2, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 376: (15, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 377: (24, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 378: (26, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 379: (24, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 380: (7, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 381: (20, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 382: (13, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 383: (1, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 384: (24, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 385: (27, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 386: (21, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 387: (29, 17), status: SUSCEPTIBLE, was infected 1 time(s).
