Person 1: (29, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 85: (18, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 86: (24, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 87: (23, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 88: (0, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 89: (5, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 90: (20, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 91: (8, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 92: (11, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 93: (15, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 94: (28, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 95: (22, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 96: (4, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 97: (28, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 98: (16, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 99: (23, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 100: (14, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 101: (1, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 102: (29, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 103: (15, 5), status: SUSCEPTIBLE, was infected 0 time(s).
Person 104: (2, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 105: (12, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 106: (10, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 107: (17, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 108: (11, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 109: (16, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 110: (0, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 111: (20, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 112: (8, 20), status: SUSCEPTIBLE, was infected 0 time(s).
Person 113: (22, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 114: (0, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 115: (22, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 116: (24, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 117: (3, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 118: (12, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 119: (0, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 120: (15, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 121: (10, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 122: (23, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 123: (11, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 124: (5, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 125: (19, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 126: (6, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 127: (6, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 128: (28, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 129: (24, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 130: (0, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 131: (30, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 132: (29, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 133: (14, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 134: (20, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 135: (4, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 136: (9, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 137: (5, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 138: (14, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 139: (1, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 140: (25, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 141: (4, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 142: (0, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 143: (0, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 144: (0, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 145: (26, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 146: (4, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 147: (19, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 148: (0, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 149: (13, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 150: (9, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 151: (24, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 152: (15, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 153: (16, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 154: (27, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 155: (14, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 156: (14, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 157: (17, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 158: (14, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 159: (17, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 160: (15, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 161: (19, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 162: (5, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 163: (5, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 164: (21, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 165: (28, 1), status: SUSCEPTIBLE, was infected 0 time(s).
Person 166: (29, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 167: (25, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 168: (19, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 169: (8, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 170: (20, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 171: (27, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 172: (16, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 173: (20, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 174: (17, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 175: (7, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 176: (1, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 177: (15, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 178: (9, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 179: (23, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 180: (19, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 181: (16, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 182: (19, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 183: (17, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 184: (0, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 185: (25, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 186: (21, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 187: (29, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 188: (19, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 189: (12, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 190: (13, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 191: (17, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 192: (19, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 193: (29, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 194: (2, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 195: (12, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 196: (12, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 197: (2, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 198: (20, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 199: (3, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 200: (29, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 201: (28, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 202: (21, 17), status: SUSCEPTIBLE, was infected 0 time(s).
Person 203: (22, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 204: (13, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 205: (15, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 206: (24, 17), status: SUSCEPTIBLE, was infected 0 time(s).
Person 207: (5, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 208: (25, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 209: (9, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 210: (26, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 211: (20, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 212: (5, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 213: (10, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 214: (10, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 215: (26, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 216: (20, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 217: (7, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 218: (2, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 219: (26, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 220: (27, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 221: (1, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 222: (3, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 223: (2, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 224: (7, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 225: (29, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 226: (17, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 227: (0, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 228: (26, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 229: (8, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 230: (11, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 231: (6, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 232: (0, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 233: (0, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 234: (13, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 235: (0, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 236: (22, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 237: (22, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 238: (0, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 239: (15, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 240: (0, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 241: (16, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 242: (4, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 243: (22, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 244: (28, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 245: (22, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 246: (16, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 247: (30, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 248: (13, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 249: (26, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 250: (22, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 251: (8, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 252: (17, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 253: (12, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 254: (28, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 255: (2, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 256: (24, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 257: (18, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 258: (24, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 259: (3, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 260: (0, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 261: (4, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 262: (14, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 263: (12, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 264: (22, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 265: (8, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 266: (2, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 267: (15, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 268: (29, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 269: (11, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 270: (0, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 271: (12, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 272: (18, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 273: (7, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 274: (5, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 275: (28, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 276: (16, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 277: (16, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 278: (29, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 279: (3, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 280: (5, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 281: (24, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 282: (9, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 283: (1, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 284: (24, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 285: (9, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 286: (6, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 287: (7, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 288: (0, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 289: (0, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 290: (29, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 291: (2, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 292: (6, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 293: (5, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 294: (4, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 295: (26, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 296: (0, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 297: (27, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 298: (29, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 299: (8, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 300: (0, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 301: (11, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 302: (21, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 303: (25, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 304: (7, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 305: (8, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 306: (0, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 307: (5, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 308: (2, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 309: (12, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 310: (11, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 311: (11, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 312: (1, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 313: (6, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 314: (16, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 315: (17, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 316: (29, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 317: (12, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 318: (26, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 319: (26, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 320: (28, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 321: (17, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 322: (29, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 323: (29, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 324: (24, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 325: (8, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 326: (20, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 327: (7, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 328: (11, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 329: (4, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 330: (18, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 331: (25, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 332: (29, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 333: (0, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 334: (6, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 335: (28, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 336: (30, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 337: (24, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 338: (6, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 339: (12, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 340: (17, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 341: (18, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 342: (3, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 343: (18, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 344: (19, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 345: (15, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 346: (23, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 347: (16, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 348: (18, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 349: (2, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 350: (29, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 351: (5, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 352: (6, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 353: (20, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 354: (4, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 355: (12, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 356: (13, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 357: (26, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 358: (13, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 359: (21, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 360: (17, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 361: (10, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 362: (17, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 363: (16, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 364: (9, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 365: (26, 0), status: SUSCEPTIBLE, was infected 0 time(s).
Person 366: (10, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 367: (6, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 368: (29, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 369: (16, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 370: (14, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 371: (25, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 372: (1, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 373: (0, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 374: (12, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 375: (4, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 376: (15, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 377: (24, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 378: (26, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 379: (13, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 380: (11, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 381: (17, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 382: (29, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 383: (1, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 384: (17, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 385: (27, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 386: (21, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 387: (7, 17), status: SUSCEPTIBLE, was infected 1 time(s).
