Person 1: (49, 11), status: SUSCEPTIBLE, was infected 62 time(s).
Person 71: (13, 0), status: INFECTED, was infected 66 time(s).
Person 72: (3, 25), status: IMMUNE, was infected 64 time(s).
Person 73: (21, 46), status: SUSCEPTIBLE, was infected 63 time(s).
Person 74: (0, 18), status: IMMUNE, was infected 64 time(s).
Person 75: (0, 35), status: SUSCEPTIBLE, was infected 65 time(s).
Person 76: (17, 40), status: IMMUNE, was infected 65 time(s).
Person 77: (28, 12), status: SUSCEPTIBLE, was infected 64 time(s).
Person 78: (20, 44), status: SUSCEPTIBLE, was infected 63 time(s).
Person 79: (13, 23), status: SUSCEPTIBLE, was infected 65 time(s).
Person 80: (22, 13), status: SUSCEPTIBLE, was infected 66 time(s).
Person 81: (0, 42), status: IMMUNE, was infected 65 time(s).
Person 82: (11, 49), status: SUSCEPTIBLE, was infected 62 time(s).
Person 83: (6, 41), status: INFECTED, was infected 66 time(s).
Person 84: (13, 49), status: IMMUNE, was infected 68 time(s).
Person 85: (36, 18), status: IMMUNE, was infected 64 time(s).
Person 86: (24, 34), status: SUSCEPTIBLE, was infected 67 time(s).
Person 87: (13, 37), status: SUSCEPTIBLE, was infected 68 time(s).
Person 88: (35, 29), status: IMMUNE, was infected 63 time(s).
Person 89: (22, 0), status: IMMUNE, was infected 65 time(s).
Person 90: (47, 35), status: SUSCEPTIBLE, was infected 63 time(s).
Person 91: (13, 0), status: INFECTED, was infected 68 time(s).
Person 92: (49, 45), status: INFECTED, was infected 64 time(s).
Person 93: (15, 4), status: SUSCEPTIBLE, was infected 64 time(s).
Person 94: (0, 36), status: INFECTED, was infected 67 time(s).
Person 95: (19, 30), status: INFECTED, was infected 65 time(s).
Person 96: (49, 6), status: SUSCEPTIBLE, was infected 62 time(s).
Person 97: (17, 22), status: INFECTED, was infected 63 time(s).
Person 98: (20, 25), status: SUSCEPTIBLE, was infected 66 time(s).
Person 99: (7, 42), status: SUSCEPTIBLE, was infected 64 time(s).
Person 100: (29, 37), status: IMMUNE, was infected 65 time(s).
Person 101: (14, 16), status: INFECTED, was infected 64 time(s).
Person 102: (8, 15), status: IMMUNE, was infected 63 time(s).
Person 103: (49, 33), status: IMMUNE, was infected 64 time(s).
Person 104: (37, 24), status: INFECTED, was infected 69 time(s).
Person 105: (2, 0), status: IMMUNE, was infected 66 time(s).
Person 106: (26, 16), status: SUSCEPTIBLE, was infected 63 time(s).
Person 107: (40, 33), status: INFECTED, was infected 66 time(s).
Person 108: (49, 11), status: IMMUNE, was infected 68 time(s).
Person 109: (27, 10), status: SUSCEPTIBLE, was infected 63 time(s).
Person 110: (17, 27), status: SUSCEPTIBLE, was infected 64 time(s).
Person 111: (22, 49), status: INFECTED, was infected 63 time(s).
Person 112: (1, 36), status: SUSCEPTIBLE, was infected 65 time(s).
Person 113: (21, 49), status: INFECTED, was infected 66 time(s).
Person 114: (32, 40), status: IMMUNE, was infected 69 time(s).
Person 115: (19, 48), status: INFECTED, was infected 65 time(s).
Person 116: (16, 23), status: SUSCEPTIBLE, was infected 64 time(s).
Person 117: (43, 0), status: SUSCEPTIBLE, was infected 63 time(s).
Person 118: (22, 33), status: INFECTED, was infected 65 time(s).
Person 119: (37, 11), status: INFECTED, was infected 65 time(s).
Person 120: (5, 6), status: INFECTED, was infected 64 time(s).
Person 121: (22, 23), status: IMMUNE, was infected 64 time(s).
Person 122: (35, 30), status: SUSCEPTIBLE, was infected 62 time(s).
Person 123: (29, 42), status: IMMUNE, was infected 64 time(s).
Person 124: (31, 13), status: IMMUNE, was infected 64 time(s).
Person 125: (7, 21), status: INFECTED, was infected 66 time(s).
Person 126: (38, 49), status: SUSCEPTIBLE, was infected 63 time(s).
Person 127: (27, 23), status: INFECTED, was infected 64 time(s).
Person 128: (21, 46), status: IMMUNE, was infected 65 time(s).
Person 129: (39, 11), status: SUSCEPTIBLE, was infected 62 time(s).
Person 130: (36, 49), status: INFECTED, was infected 69 time(s).
Person 131: (23, 48), status: SUSCEPTIBLE, was infected 65 time(s).
Person 132: (10, 25), status: SUSCEPTIBLE, was infected 65 time(s).
Person 133: (16, 44), status: SUSCEPTIBLE, was infected 63 time(s).
Person 134: (17, 48), status: SUSCEPTIBLE, was infected 64 time(s).
Person 135: (14, 25), status: INFECTED, was infected 68 time(s).
Person 136: (40, 36), status: IMMUNE, was infected 66 time(s).
Person 137: (9, 40), status: SUSCEPTIBLE, was infected 63 time(s).
Person 138: (21, 4), status: IMMUNE, was infected 66 time(s).
Person 139: (32, 26), status: IMMUNE, was infected 65 time(s).
Person 140: (18, 49), status: SUSCEPTIBLE, was infected 65 time(s).
Person 141: (31, 21), status: IMMUNE, was infected 67 time(s).
Person 142: (9, 42), status: SUSCEPTIBLE, was infected 64 time(s).
Person 143: (9, 25), status: IMMUNE, was infected 68 time(s).
Person 144: (34, 48), status: INFECTED, was infected 69 time(s).
Person 145: (39, 0), status: INFECTED, was infected 67 time(s).
Person 146: (46, 18), status: IMMUNE, was infected 63 time(s).
Person 147: (0, 11), status: SUSCEPTIBLE, was infected 62 time(s).
Person 148: (47, 49), status: INFECTED, was infected 66 time(s).
Person 149: (34, 11), status: INFECTED, was infected 64 time(s).
Person 150: (10, 38), status: SUSCEPTIBLE, was infected 63 time(s).
Person 151: (19, 43), status: INFECTED, was infected 65 time(s).
Person 152: (0, 19), status: INFECTED, was infected 65 time(s).
Person 153: (13, 45), status: SUSCEPTIBLE, was infected 63 time(s).
Person 154: (3, 0), status: INFECTED, was infected 65 time(s).
Person 155: (0, 29), status: IMMUNE, was infected 70 time(s).
Person 156: (37, 28), status: SUSCEPTIBLE, was infected 66 time(s).
Person 157: (0, 23), status: INFECTED, was infected 64 time(s).
Person 158: (11, 46), status: INFECTED, was infected 63 time(s).
Person 159: (13, 16), status: INFECTED, was infected 64 time(s).
Person 160: (36, 49), status: INFECTED, was infected 67 time(s).
Person 161: (46, 23), status: IMMUNE, was infected 63 time(s).
Person 162: (18, 17), status: IMMUNE, was infected 66 time(s).
Person 163: (4, 42), status: SUSCEPTIBLE, was infected 64 time(s).
Person 164: (49, 5), status: SUSCEPTIBLE, was infected 63 time(s).
Person 165: (33, 42), status: SUSCEPTIBLE, was infected 65 time(s).
Person 166: (40, 22), status: INFECTED, was infected 65 time(s).
Person 167: (11, 19), status: IMMUNE, was infected 66 time(s).
Person 168: (27, 37), status: IMMUNE, was infected 63 time(s).
Person 169: (41, 48), status: SUSCEPTIBLE, was infected 70 time(s).
Person 170: (21, 34), status: SUSCEPTIBLE, was infected 64 time(s).
Person 171: (16, 12), status: SUSCEPTIBLE, was infected 65 time(s).
Person 172: (49, 0), status: IMMUNE, was infected 67 time(s).
Person 173: (23, 44), status: IMMUNE, was infected 63 time(s).
Person 174: (16, 13), status: SUSCEPTIBLE, was infected 65 time(s).
Person 175: (32, 0), status: SUSCEPTIBLE, was infected 64 time(s).
Person 176: (31, 14), status: SUSCEPTIBLE, was infected 65 time(s).
Person 177: (49, 25), status: INFECTED, was infected 66 time(s).
Person 178: (35, 23), status: IMMUNE, was infected 64 time(s).
Person 179: (36, 30), status: IMMUNE, was infected 64 time(s).
Person 180: (45, 9), status: INFECTED, was infected 63 time(s).
Person 181: (40, 44), status: SUSCEPTIBLE, was infected 63 time(s).
Person 182: (38, 32), status: IMMUNE, was infected 62 time(s).
Person 183: (26, 29), status: SUSCEPTIBLE, was infected 64 time(s).
Person 184: (6, 11), status: INFECTED, was infected 65 time(s).
Person 185: (36, 40), status: IMMUNE, was infected 65 time(s).
Person 186: (15, 49), status: INFECTED, was infected 65 time(s).
Person 187: (20, 49), status: IMMUNE, was infected 63 time(s).
Person 188: (1, 3), status: INFECTED, was infected 64 time(s).
Person 189: (9, 6), status: INFECTED, was infected 63 time(s).
Person 190: (44, 4), status: SUSCEPTIBLE, was infected 63 time(s).
Person 191: (24, 23), status: IMMUNE, was infected 66 time(s).
Person 192: (50, 48), status: SUSCEPTIBLE, was infected 66 time(s).
Person 193: (30, 28), status: INFECTED, was infected 66 time(s).
Person 194: (28, 34), status: SUSCEPTIBLE, was infected 63 time(s).
Person 195: (12, 49), status: IMMUNE, was infected 65 time(s).
Person 196: (33, 34), status: IMMUNE, was infected 65 time(s).
Person 197: (46, 48), status: INFECTED, was infected 64 time(s).
Person 198: (36, 16), status: IMMUNE, was infected 67 time(s).
Person 199: (39, 33), status: SUSCEPTIBLE, was infected 67 time(s).
Person 200: (14, 4), status: INFECTED, was infected 64 time(s).
Person 201: (4, 0), status: INFECTED, was infected 64 time(s).
Person 202: (14, 13), status: INFECTED, was infected 66 time(s).
Person 203: (17, 38), status: INFECTED, was infected 63 time(s).
Person 204: (14, 19), status: INFECTED, was infected 63 time(s).
Person 205: (48, 16), status: IMMUNE, was infected 67 time(s).
Person 206: (31, 2), status: INFECTED, was infected 60 time(s).
Person 207: (17, 5), status: SUSCEPTIBLE, was infected 65 time(s).
Person 208: (40, 34), status: IMMUNE, was infected 66 time(s).
Person 209: (35, 25), status: INFECTED, was infected 68 time(s).
Person 210: (32, 40), status: SUSCEPTIBLE, was infected 64 time(s).
Person 211: (41, 34), status: INFECTED, was infected 65 time(s).
Person 212: (22, 0), status: INFECTED, was infected 64 time(s).
Person 213: (3, 44), status: INFECTED, was infected 65 time(s).
Person 214: (39, 42), status: IMMUNE, was infected 65 time(s).
Person 215: (45, 25), status: INFECTED, was infected 68 time(s).
Person 216: (17, 5), status: SUSCEPTIBLE, was infected 63 time(s).
Person 217: (30, 9), status: SUSCEPTIBLE, was infected 66 time(s).
Person 218: (7, 14), status: IMMUNE, was infected 62 time(s).
Person 219: (49, 34), status: SUSCEPTIBLE, was infected 62 time(s).
Person 220: (36, 3), status: INFECTED, was infected 63 time(s).
Person 221: (47, 49), status: INFECTED, was infected 62 time(s).
Person 222: (33, 11), status: SUSCEPTIBLE, was infected 65 time(s).
Person 223: (36, 49), status: INFECTED, was infected 65 time(s).
Person 224: (15, 6), status: SUSCEPTIBLE, was infected 65 time(s).
Person 225: (24, 41), status: INFECTED, was infected 66 time(s).
Person 226: (7, 21), status: IMMUNE, was infected 66 time(s).
Person 227: (46, 0), status: IMMUNE, was infected 63 time(s).
Person 228: (26, 48), status: INFECTED, was infected 64 time(s).
Person 229: (44, 9), status: SUSCEPTIBLE, was infected 62 time(s).
Person 230: (28, 48), status: IMMUNE, was infected 65 time(s).
Person 231: (22, 13), status: SUSCEPTIBLE, was infected 65 time(s).
Person 232: (49, 3), status: INFECTED, was infected 64 time(s).
Person 233: (0, 40), status: INFECTED, was infected 70 time(s).
Person 234: (18, 16), status: SUSCEPTIBLE, was infected 63 time(s).
Person 235: (4, 49), status: INFECTED, was infected 66 time(s).
Person 236: (17, 42), status: SUSCEPTIBLE, was infected 65 time(s).
Person 237: (27, 35), status: SUSCEPTIBLE, was infected 65 time(s).
Person 238: (48, 25), status: IMMUNE, was infected 68 time(s).
Person 239: (38, 0), status: SUSCEPTIBLE, was infected 64 time(s).
Person 240: (32, 19), status: IMMUNE, was infected 66 time(s).
Person 241: (45, 39), status: IMMUNE, was infected 64 time(s).
Person 242: (36, 38), status: SUSCEPTIBLE, was infected 62 time(s).
Person 243: (29, 42), status: INFECTED, was infected 66 time(s).
Person 244: (5, 49), status: IMMUNE, was infected 63 time(s).
Person 245: (28, 7), status: INFECTED, was infected 67 time(s).
Person 246: (32, 48), status: IMMUNE, was infected 68 time(s).
Person 247: (24, 3), status: SUSCEPTIBLE, was infected 66 time(s).
Person 248: (37, 3), status: IMMUNE, was infected 65 time(s).
Person 249: (31, 27), status: SUSCEPTIBLE, was infected 65 time(s).
Person 250: (37, 43), status: INFECTED, was infected 64 time(s).
Person 251: (42, 21), status: INFECTED, was infected 65 time(s).
Person 252: (29, 21), status: SUSCEPTIBLE, was infected 63 time(s).
Person 253: (38, 17), status: SUSCEPTIBLE, was infected 62 time(s).
Person 254: (17, 25), status: SUSCEPTIBLE, was infected 67 time(s).
Person 255: (28, 38), status: SUSCEPTIBLE, was infected 63 time(s).
Person 256: (40, 40), status: SUSCEPTIBLE, was infected 64 time(s).
Person 257: (38, 31), status: SUSCEPTIBLE, was infected 63 time(s).
Person 258: (14, 38), status: SUSCEPTIBLE, was infected 64 time(s).
Person 259: (10, 42), status: SUSCEPTIBLE, was infected 62 time(s).
Person 260: (34, 33), status: INFECTED, was infected 65 time(s).
Person 261: (17, 7), status: INFECTED, was infected 65 time(s).
Person 262: (1, 26), status: SUSCEPTIBLE, was infected 64 time(s).
Person 263: (17, 20), status: INFECTED, was infected 67 time(s).
Person 264: (9, 10), status: SUSCEPTIBLE, was infected 64 time(s).
Person 265: (21, 10), status: IMMUNE, was infected 64 time(s).
Person 266: (49, 7), status: IMMUNE, was infected 65 time(s).
Person 267: (17, 48), status: SUSCEPTIBLE, was infected 65 time(s).
Person 268: (24, 18), status: INFECTED, was infected 68 time(s).
Person 269: (11, 39), status: IMMUNE, was infected 64 time(s).
Person 270: (5, 1), status: SUSCEPTIBLE, was infected 64 time(s).
Person 271: (27, 31), status: INFECTED, was infected 66 time(s).
Person 272: (43, 49), status: IMMUNE, was infected 66 time(s).
Person 273: (28, 30), status: SUSCEPTIBLE, was infected 65 time(s).
Person 274: (7, 45), status: INFECTED, was infected 65 time(s).
Person 275: (25, 22), status: IMMUNE, was infected 65 time(s).
Person 276: (40, 44), status: INFECTED, was infected 66 time(s).
Person 277: (44, 2), status: INFECTED, was infected 59 time(s).
Person 278: (30, 16), status: INFECTED, was infected 66 time(s).
Person 279: (47, 22), status: IMMUNE, was infected 61 time(s).
Person 280: (38, 49), status: SUSCEPTIBLE, was infected 64 time(s).
Person 281: (20, 31), status: INFECTED, was infected 66 time(s).
Person 282: (26, 12), status: IMMUNE, was infected 63 time(s).
Person 283: (7, 34), status: INFECTED, was infected 65 time(s).
Person 284: (11, 41), status: INFECTED, was infected 66 time(s).
Person 285: (0, 14), status: IMMUNE, was infected 70 time(s).
Person 286: (24, 49), status: INFECTED, was infected 68 time(s).
Person 287: (7, 20), status: INFECTED, was infected 64 time(s).
Person 288: (38, 5), status: SUSCEPTIBLE, was infected 63 time(s).
Person 289: (0, 20), status: SUSCEPTIBLE, was infected 65 time(s).
Person 290: (37, 45), status: IMMUNE, was infected 64 time(s).
Person 291: (18, 16), status: IMMUNE, was infected 67 time(s).
Person 292: (19, 43), status: INFECTED, was infected 64 time(s).
Person 293: (7, 17), status: INFECTED, was infected 65 time(s).
Person 294: (15, 43), status: INFECTED, was infected 61 time(s).
Person 295: (30, 6), status: IMMUNE, was infected 63 time(s).
Person 296: (39, 0), status: INFECTED, was infected 68 time(s).
Person 297: (0, 23), status: IMMUNE, was infected 64 time(s).
Person 298: (28, 5), status: SUSCEPTIBLE, was infected 63 time(s).
Person 299: (21, 49), status: SUSCEPTIBLE, was infected 65 time(s).
Person 300: (18, 9), status: SUSCEPTIBLE, was infected 64 time(s).
Person 301: (46, 48), status: SUSCEPTIBLE, was infected 62 time(s).
Person 302: (1, 46), status: IMMUNE, was infected 65 time(s).
Person 303: (3, 25), status: IMMUNE, was infected 63 time(s).
Person 304: (33, 21), status: INFECTED, was infected 66 time(s).
Person 305: (27, 28), status: SUSCEPTIBLE, was infected 62 time(s).
Person 306: (30, 0), status: INFECTED, was infected 67 time(s).
Person 307: (22, 1), status: INFECTED, was infected 67 time(s).
Person 308: (13, 46), status: IMMUNE, was infected 66 time(s).
Person 309: (26, 37), status: IMMUNE, was infected 64 time(s).
Person 310: (39, 22), status: SUSCEPTIBLE, was infected 64 time(s).
Person 311: (16, 5), status: SUSCEPTIBLE, was infected 63 time(s).
Person 312: (9, 0), status: INFECTED, was infected 65 time(s).
Person 313: (25, 23), status: IMMUNE, was infected 68 time(s).
Person 314: (4, 4), status: IMMUNE, was infected 65 time(s).
Person 315: (10, 22), status: IMMUNE, was infected 64 time(s).
Person 316: (9, 33), status: SUSCEPTIBLE, was infected 66 time(s).
Person 317: (3, 27), status: SUSCEPTIBLE, was infected 63 time(s).
Person 318: (30, 26), status: SUSCEPTIBLE, was infected 64 time(s).
Person 319: (36, 16), status: IMMUNE, was infected 67 time(s).
Person 320: (16, 16), status: IMMUNE, was infected 65 time(s).
Person 321: (24, 7), status: IMMUNE, was infected 67 time(s).
Person 322: (15, 13), status: IMMUNE, was infected 64 time(s).
Person 323: (39, 0), status: IMMUNE, was infected 64 time(s).
Person 324: (17, 6), status: IMMUNE, was infected 65 time(s).
Person 325: (29, 32), status: SUSCEPTIBLE, was infected 64 time(s).
Person 326: (19, 3), status: SUSCEPTIBLE, was infected 63 time(s).
Person 327: (15, 23), status: SUSCEPTIBLE, was infected 64 time(s).
Person 328: (5, 33), status: INFECTED, was infected 66 time(s).
Person 329: (5, 26), status: INFECTED, was infected 63 time(s).
Person 330: (20, 28), status: IMMUNE, was infected 64 time(s).
Person 331: (13, 10), status: IMMUNE, was infected 67 time(s).
Person 332: (18, 0), status: IMMUNE, was infected 64 time(s).
Person 333: (30, 2), status: SUSCEPTIBLE, was infected 60 time(s).
Person 334: (42, 22), status: SUSCEPTIBLE, was infected 64 time(s).
Person 335: (30, 30), status: SUSCEPTIBLE, was infected 64 time(s).
Person 336: (49, 46), status: IMMUNE, was infected 66 time(s).
Person 337: (35, 46), status: INFECTED, was infected 65 time(s).
Person 338: (23, 1), status: INFECTED, was infected 65 time(s).
Person 339: (22, 11), status: SUSCEPTIBLE, was infected 62 time(s).
Person 340: (24, 10), status: INFECTED, was infected 69 time(s).
Person 341: (18, 19), status: INFECTED, was infected 66 time(s).
Person 342: (14, 28), status: IMMUNE, was infected 65 time(s).
Person 343: (21, 19), status: IMMUNE, was infected 66 time(s).
Person 344: (16, 34), status: SUSCEPTIBLE, was infected 65 time(s).
Person 345: (22, 47), status: SUSCEPTIBLE, was infected 62 time(s).
Person 346: (44, 16), status: INFECTED, was infected 66 time(s).
Person 347: (0, 32), status: INFECTED, was infected 64 time(s).
Person 348: (47, 49), status: IMMUNE, was infected 61 time(s).
Person 349: (0, 11), status: SUSCEPTIBLE, was infected 63 time(s).
Person 350: (44, 49), status: SUSCEPTIBLE, was infected 64 time(s).
Person 351: (26, 8), status: SUSCEPTIBLE, was infected 64 time(s).
Person 352: (21, 30), status: INFECTED, was infected 65 time(s).
Person 353: (0, 44), status: SUSCEPTIBLE, was infected 62 time(s).
Person 354: (12, 32), status: IMMUNE, was infected 63 time(s).
Person 355: (34, 22), status: SUSCEPTIBLE, was infected 63 time(s).
Person 356: (13, 40), status: IMMUNE, was infected 66 time(s).
Person 357: (12, 32), status: SUSCEPTIBLE, was infected 65 time(s).
Person 358: (7, 17), status: INFECTED, was infected 63 time(s).
Person 359: (28, 34), status: SUSCEPTIBLE, was infected 65 time(s).
Person 360: (17, 39), status: SUSCEPTIBLE, was infected 65 time(s).
Person 361: (0, 14), status: IMMUNE, was infected 64 time(s).
Person 362: (47, 10), status: SUSCEPTIBLE, was infected 62 time(s).
Person 363: (24, 25), status: SUSCEPTIBLE, was infected 67 time(s).
Person 364: (11, 34), status: SUSCEPTIBLE, was infected 65 time(s).
Person 365: (17, 40), status: IMMUNE, was infected 66 time(s).
Person 366: (45, 37), status: SUSCEPTIBLE, was infected 62 time(s).
Person 367: (27, 16), status: SUSCEPTIBLE, was infected 62 time(s).
Person 368: (34, 17), status: INFECTED, was infected 64 time(s).
Person 369: (15, 43), status: IMMUNE, was infected 62 time(s).
Person 370: (45, 3), status: INFECTED, was infected 63 time(s).
Person 371: (23, 22), status: IMMUNE, was infected 63 time(s).
Person 372: (37, 40), status: IMMUNE, was infected 64 time(s).
Person 373: (36, 3), status: IMMUNE, was infected 62 time(s).
Person 374: (40, 23), status: IMMUNE, was infected 64 time(s).
Person 375: (39, 37), status: IMMUNE, was infected 67 time(s).
Person 376: (24, 28), status: IMMUNE, was infected 68 time(s).
Person 377: (49, 7), status: SUSCEPTIBLE, was infected 64 time(s).
Person 378: (23, 38), status: SUSCEPTIBLE, was infected 62 time(s).
Person 379: (0, 44), status: SUSCEPTIBLE, was infected 62 time(s).
Person 380: (0, 17), status: INFECTED, was infected 70 time(s).
Person 381: (11, 28), status: SUSCEPTIBLE, was infected 64 time(s).
Person 382: (49, 42), status: IMMUNE, was infected 65 time(s).
Person 383: (6, 11), status: INFECTED, was infected 65 time(s).
Person 384: (37, 17), status: SUSCEPTIBLE, was infected 66 time(s).
Person 385: (32, 10), status: IMMUNE, was infected 67 time(s).
Person 386: (19, 4), status: IMMUNE, was infected 65 time(s).
Person 387: (48, 24), status: INFECTED, was infected 68 time(s).
Person 388: (0, 42), status: IMMUNE, was infected 64 time(s).
Person 389: (26, 24), status: SUSCEPTIBLE, was infected 65 time(s).
Person 390: (30, 46), status: IMMUNE, was infected 63 time(s).
Person 391: (7, 5), status: IMMUNE, was infected 63 time(s).
Person 392: (21, 26), status: IMMUNE, was infected 62 time(s).
Person 393: (9, 48), status: SUSCEPTIBLE, was infected 65 time(s).
Person 394: (3, 38), status: IMMUNE, was infected 62 time(s).
Person 395: (49, 42), status: IMMUNE, was infected 65 time(s).
Person 396: (35, 12), status: IMMUNE, was infected 63 time(s).
Person 397: (36, 19), status: IMMUNE, was infected 65 time(s).
Person 398: (16, 4), status: INFECTED, was infected 66 time(s).
Person 399: (14, 19), status: INFECTED, was infected 65 time(s).
Person 400: (26, 33), status: IMMUNE, was infected 66 time(s).
Person 401: (41, 7), status: IMMUNE, was infected 66 time(s).
Person 402: (44, 33), status: INFECTED, was infected 67 time(s).
Person 403: (42, 9), status: INFECTED, was infected 65 time(s).
Person 404: (22, 13), status: SUSCEPTIBLE, was infected 66 time(s).
Person 405: (6, 29), status: SUSCEPTIBLE, was infected 63 time(s).
Person 406: (44, 26), status: IMMUNE, was infected 63 time(s).
Person 407: (28, 29), status: IMMUNE, was infected 65 time(s).
Person 408: (24, 18), status: IMMUNE, was infected 65 time(s).
Person 409: (30, 26), status: INFECTED, was infected 67 time(s).
Person 410: (49, 47), status: IMMUNE, was infected 64 time(s).
Person 411: (12, 11), status: SUSCEPTIBLE, was infected 62 time(s).
Person 412: (9, 15), status: SUSCEPTIBLE, was infected 63 time(s).
Person 413: (17, 20), status: INFECTED, was infected 64 time(s).
Person 414: (2, 37), status: SUSCEPTIBLE, was infected 61 time(s).
Person 415: (12, 11), status: INFECTED, was infected 64 time(s).
Person 416: (35, 27), status: SUSCEPTIBLE, was infected 62 time(s).
Person 417: (33, 35), status: INFECTED, was infected 66 time(s).
Person 418: (18, 25), status: INFECTED, was infected 68 time(s).
Person 419: (1, 36), status: SUSCEPTIBLE, was infected 66 time(s).
Person 420: (7, 49), status: IMMUNE, was infected 67 time(s).
Person 421: (47, 24), status: IMMUNE, was infected 60 time(s).
Person 422: (37, 9), status: IMMUNE, was infected 64 time(s).
Person 423: (45, 45), status: SUSCEPTIBLE, was infected 63 time(s).
Person 424: (49, 19), status: INFECTED, was infected 65 time(s).
Person 425: (34, 42), status: IMMUNE, was infected 64 time(s).
Person 426: (32, 4), status: SUSCEPTIBLE, was infected 63 time(s).
Person 427: (0, 16), status: INFECTED, was infected 66 time(s).
Person 428: (43, 34), status: INFECTED, was infected 62 time(s).
Person 429: (6, 48), status: SUSCEPTIBLE, was infected 63 time(s).
