Person 1: (68, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 278: (51, 37), status: SUSCEPTIBLE, was infected 1 time(s).
Person 279: (0, 39), status: SUSCEPTIBLE, was infected 1 time(s).
Person 280: (52, 72), status: SUSCEPTIBLE, was infected 1 time(s).
Person 281: (28, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 282: (58, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 283: (40, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 284: (74, 34), status: SUSCEPTIBLE, was infected 1 time(s).
Person 285: (7, 33), status: SUSCEPTIBLE, was infected 1 time(s).
Person 286: (9, 66), status: SUSCEPTIBLE, was infected 1 time(s).
Person 287: (29, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 288: (25, 34), status: SUSCEPTIBLE, was infected 1 time(s).
Person 289: (30, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 290: (24, 74), status: SUSCEPTIBLE, was infected 1 time(s).
Person 291: (12, 54), status: SUSCEPTIBLE, was infected 1 time(s).
Person 292: (31, 36), status: SUSCEPTIBLE, was infected 1 time(s).
Person 293: (27, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 294: (11, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 295: (32, 66), status: SUSCEPTIBLE, was infected 1 time(s).
Person 296: (54, 38), status: SUSCEPTIBLE, was infected 1 time(s).
Person 297: (0, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 298: (71, 52), status: SUSCEPTIBLE, was infected 1 time(s).
Person 299: (57, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 300: (29, 30), status: SUSCEPTIBLE, was infected 0 time(s).
Person 301: (51, 74), status: SUSCEPTIBLE, was infected 1 time(s).
Person 302: (53, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 303: (4, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 304: (0, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 305: (71, 74), status: SUSCEPTIBLE, was infected 1 time(s).
Person 306: (6, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 307: (67, 74), status: SUSCEPTIBLE, was infected 0 time(s).
Person 308: (23, 20), status: SUSCEPTIBLE, was infected 0 time(s).
Person 309: (12, 35), status: SUSCEPTIBLE, was infected 1 time(s).
Person 310: (2, 47), status: SUSCEPTIBLE, was infected 1 time(s).
Person 311: (5, 37), status: SUSCEPTIBLE, was infected 1 time(s).
Person 312: (0, 50), status: SUSCEPTIBLE, was infected 1 time(s).
Person 313: (51, 56), status: SUSCEPTIBLE, was infected 0 time(s).
Person 314: (10, 58), status: SUSCEPTIBLE, was infected 1 time(s).
Person 315: (51, 56), status: SUSCEPTIBLE, was infected 1 time(s).
Person 316: (6, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 317: (22, 20), status: SUSCEPTIBLE, was infected 0 time(s).
Person 318: (45, 45), status: SUSCEPTIBLE, was infected 1 time(s).
Person 319: (37, 66), status: SUSCEPTIBLE, was infected 1 time(s).
Person 320: (21, 32), status: SUSCEPTIBLE, was infected 1 time(s).
Person 321: (28, 59), status: SUSCEPTIBLE, was infected 1 time(s).
Person 322: (74, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 323: (74, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 324: (42, 53), status: SUSCEPTIBLE, was infected 1 time(s).
Person 325: (4, 62), status: SUSCEPTIBLE, was infected 1 time(s).
Person 326: (57, 60), status: SUSCEPTIBLE, was infected 0 time(s).
Person 327: (58, 49), status: SUSCEPTIBLE, was infected 1 time(s).
Person 328: (41, 58), status: SUSCEPTIBLE, was infected 0 time(s).
Person 329: (18, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 330: (40, 64), status: SUSCEPTIBLE, was infected 1 time(s).
Person 331: (20, 21), status: SUSCEPTIBLE, was infected 0 time(s).
Person 332: (72, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 333: (69, 51), status: SUSCEPTIBLE, was infected 1 time(s).
Person 334: (0, 68), status: SUSCEPTIBLE, was infected 0 time(s).
Person 335: (21, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 336: (50, 74), status: SUSCEPTIBLE, was infected 1 time(s).
Person 337: (21, 22), status: SUSCEPTIBLE, was infected 0 time(s).
Person 338: (74, 65), status: SUSCEPTIBLE, was infected 0 time(s).
Person 339: (65, 34), status: SUSCEPTIBLE, was infected 1 time(s).
Person 340: (44, 10), status: SUSCEPTIBLE, was infected 0 time(s).
Person 341: (26, 39), status: SUSCEPTIBLE, was infected 0 time(s).
Person 342: (74, 30), status: SUSCEPTIBLE, was infected 1 time(s).
Person 343: (0, 38), status: SUSCEPTIBLE, was infected 0 time(s).
Person 344: (39, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 345: (74, 71), status: SUSCEPTIBLE, was infected 0 time(s).
Person 346: (41, 60), status: SUSCEPTIBLE, was infected 0 time(s).
Person 347: (40, 42), status: SUSCEPTIBLE, was infected 0 time(s).
Person 348: (46, 54), status: SUSCEPTIBLE, was infected 0 time(s).
Person 349: (34, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 350: (18, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 351: (44, 49), status: SUSCEPTIBLE, was infected 0 time(s).
Person 352: (26, 13), status: SUSCEPTIBLE, was infected 0 time(s).
Person 353: (14, 52), status: SUSCEPTIBLE, was infected 1 time(s).
Person 354: (60, 58), status: SUSCEPTIBLE, was infected 1 time(s).
Person 355: (4, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 356: (22, 38), status: SUSCEPTIBLE, was infected 0 time(s).
Person 357: (25, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 358: (69, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 359: (45, 42), status: SUSCEPTIBLE, was infected 1 time(s).
Person 360: (55, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 361: (50, 49), status: SUSCEPTIBLE, was infected 1 time(s).
Person 362: (33, 34), status: SUSCEPTIBLE, was infected 1 time(s).
Person 363: (28, 42), status: SUSCEPTIBLE, was infected 1 time(s).
Person 364: (46, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 365: (53, 74), status: SUSCEPTIBLE, was infected 0 time(s).
Person 366: (26, 60), status: SUSCEPTIBLE, was infected 1 time(s).
Person 367: (29, 48), status: SUSCEPTIBLE, was infected 1 time(s).
Person 368: (10, 20), status: SUSCEPTIBLE, was infected 0 time(s).
Person 369: (62, 37), status: SUSCEPTIBLE, was infected 1 time(s).
Person 370: (27, 19), status: SUSCEPTIBLE, was infected 0 time(s).
Person 371: (8, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 372: (0, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 373: (48, 60), status: SUSCEPTIBLE, was infected 0 time(s).
Person 374: (47, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 375: (43, 65), status: SUSCEPTIBLE, was infected 1 time(s).
Person 376: (4, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 377: (19, 50), status: SUSCEPTIBLE, was infected 1 time(s).
Person 378: (25, 40), status: SUSCEPTIBLE, was infected 1 time(s).
Person 379: (6, 67), status: SUSCEPTIBLE, was infected 1 time(s).
Person 380: (8, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 381: (0, 45), status: SUSCEPTIBLE, was infected 1 time(s).
Person 382: (46, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 383: (19, 48), status: SUSCEPTIBLE, was infected 1 time(s).
Person 384: (64, 62), status: SUSCEPTIBLE, was infected 1 time(s).
Person 385: (0, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 386: (4, 38), status: SUSCEPTIBLE, was infected 0 time(s).
Person 387: (6, 54), status: SUSCEPTIBLE, was infected 1 time(s).
